SMILES,human,rat,mouse,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
N#Cc1cc(F)cc(c1)c1cncc(c1N1CC[C@@H](C1)N)c1nc2c([nH]1)cccc2C,-1,0,-1,412.46,31,21,0.21,3,5,2,121.75,94.62,2.6,3.27,4.19,2.36,4.58,3.4,-4.76,0.00716,1.74E-05,Moderately soluble,-4.93,0.00483,1.17E-05,Moderately soluble,-8.09,3.34E-06,8.09E-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.49,0,0,0,0,0,0.55,0,0,1,3.77
CN(C(=O)c1ccncc1Nc1cc2nccnc2c(c1)c1ccc2c(c1)n(C)cc2)C,-1,-1,0,422.48,32,25,0.12,5,4,1,126.97,75.94,3.13,3.4,4.63,1.76,3.19,3.22,-4.85,0.00597,1.41E-05,Moderately soluble,-4.67,0.00895,2.12E-05,Moderately soluble,-8.45,1.50E-06,3.54E-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.46,0,0,0,0,0,0.55,0,0,1,3.41
O=C(Nc1ncc2c(n1)C1(CCC(CC1)(F)F)C(N2C(=O)C)(C)C)OCC(C)(C)C,0,1,-1,424.48,30,6,0.71,6,7,1,113.38,84.42,3.25,3.56,4.93,2.38,3.45,3.52,-4.47,0.0145,3.42E-05,Moderately soluble,-5.02,0.00407,9.59E-06,Moderately soluble,-5.82,0.000644,1.52E-06,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-6.36,0,0,0,0,0,0.55,0,0,2,4.2
CN(CCNc1ccnc2c1ccc(c2)Cl)CCC[C@H]([C@H]1CC[C@@H]2[C@]1(C)[C@@H](OC(=O)C)C[C@H]1[C@H]2[C@H](OC(=O)C)C[C@H]2[C@]1(C)CC[C@H](C2)N)C,1,-1,1,695.37,49,10,0.72,13,7,2,199.47,106.78,5.58,7.94,7.53,4.86,6.26,6.43,-8.45,2.49E-06,3.58E-09,Poorly soluble,-10.03,6.45E-08,9.27E-11,Insoluble,-9.53,2.05E-07,2.94E-10,Poorly soluble,Low,No,No,No,No,No,No,Yes,-4.9,2,4,1,1,2,0.17,0,1,3,6.58
CCCc1nc(c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)C(=O)OC(OC(=O)OC1CCCCC1)C)C(O)(C)C,-1,0,-1,616.71,45,22,0.45,14,10,2,167.17,154.34,4.47,6.2,5.84,3.77,5.23,5.1,-7.01,6.06E-05,9.83E-08,Poorly soluble,-9.23,3.66E-07,5.94E-10,Poorly soluble,-8.57,1.66E-06,2.69E-09,Poorly soluble,Low,No,Yes,Yes,No,Yes,Yes,Yes,-5.66,2,4,2,1,3,0.11,0,2,3,5.42
Oc1cccc(c1)N(C(=O)c1ccc(s1)c1ccccc1)C,0,-1,-1,309.38,22,17,0.06,4,2,1,90.89,68.78,2.88,4.26,4.4,3.07,4.27,3.78,-4.75,0.0055,1.78E-05,Moderately soluble,-5.42,0.00119,3.84E-06,Moderately soluble,-5.78,0.000511,1.65E-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.16,0,0,0,0,0,0.55,0,0,1,2.61
COc1cc(F)cc(c1)[C@H](NC(=O)[C@H](N1Cc2c(C1=O)cc(cc2)c1ccnc(n1)NC1CCOCC1)C)CO,1,-1,-1,549.59,40,18,0.38,10,8,3,149.16,125.91,4.26,2.28,2.45,1.25,3.71,2.79,-4.36,0.0242,4.40E-05,Moderately soluble,-4.56,0.0151,2.75E-05,Moderately soluble,-7.9,6.97E-06,1.27E-08,Poorly soluble,High,No,Yes,No,No,Yes,Yes,Yes,-8.03,1,3,0,0,0,0.55,0,0,2,4.65
COc1cccc(c1)C(N1CCc2c1cccc2N(S(=O)(=O)c1c(C)cc(cc1C)C)CC(=O)NS(=O)(=O)c1ccccc1)C(=O)NS(=O)(=O)c1ccc(cc1OC)C,1,-1,1,861.01,59,30,0.24,16,10,2,226.63,210.7,3.48,6.83,7.78,2.11,4.17,4.87,-8.8,1.36E-06,1.58E-09,Poorly soluble,-11.06,7.44E-09,8.64E-12,Insoluble,-13.02,8.17E-11,9.48E-14,Insoluble,Low,No,Yes,No,No,Yes,No,Yes,-6.7,2,4,2,2,4,0.17,0,0,3,6.14
CN1CCN(CC1)Cc1cc(n(c1C)c1ccc(cc1)Cl)c1ccc(cc1)Cl,-1,1,1,414.37,28,17,0.3,4,2,0,126.7,11.41,4.66,5.29,4.59,4.27,5.23,4.81,-5.93,0.00049,1.18E-06,Moderately soluble,-5.28,0.00217,5.25E-06,Moderately soluble,-7.92,5.00E-06,1.21E-08,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,No,-5.07,1,0,0,0,1,0.55,1,0,2,3.25
O=C(N1CCC(CC1)c1ccc(cc1)N1CCCC1)Oc1cccc(c1)N1CCS(=O)(=O)CC1,-1,0,0,483.62,34,12,0.5,6,4,0,144.99,78.54,3.65,3.81,3.84,3.18,2.55,3.41,-5.1,0.00381,7.87E-06,Moderately soluble,-5.15,0.00339,7.01E-06,Moderately soluble,-5.75,0.000854,1.77E-06,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.54,0,2,0,0,0,0.55,1,0,2,3.59
CCCCCc1nc2ccccc2c(=O)n1NC(=O)c1c(O)c2ccccc2n(c1=O)CC,-1,-1,0,446.5,33,20,0.28,8,5,2,130.01,106.22,2.3,4.04,3.36,3.85,3.7,3.45,-5.07,0.00377,8.43E-06,Moderately soluble,-5.97,0.000474,1.06E-06,Moderately soluble,-7.42,1.72E-05,3.85E-08,Poorly soluble,High,No,No,No,Yes,Yes,No,No,-6.16,0,1,0,0,0,0.55,0,0,3,3.67
CC([C@@H]1CN(CCN1c1ncc(c(n1)C(F)(F)F)C(O)(C)C)c1ccc(c(c1)S(=O)(=O)C)F)C,1,1,1,504.54,34,12,0.55,6,9,1,126.63,95.01,3.21,3.61,5.4,2.7,3.33,3.65,-5.11,0.00394,7.80E-06,Moderately soluble,-5.29,0.00257,5.10E-06,Moderately soluble,-6.09,0.000413,8.18E-07,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-6.81,1,1,0,0,0,0.55,0,0,2,4.16
OC[C@H](c1ccccc1)Nc1ncnc2c1cc([nH]2)c1ccc(cc1OC)CNCCN1CCCCC1,1,-1,-1,500.64,37,21,0.38,11,6,4,151.69,98.33,4.58,3.71,3.31,2.29,4.66,3.71,-4.98,0.0053,1.06E-05,Moderately soluble,-5.47,0.00171,3.42E-06,Moderately soluble,-9.44,1.81E-07,3.61E-10,Poorly soluble,High,No,Yes,Yes,Yes,No,Yes,Yes,-6.72,1,3,1,0,0,0.55,0,0,3,4.26
COc1ccc2c(c1)C/C(=C/c1ccccc1c1ccccc1)/C2=O,-1,1,-1,326.39,25,18,0.09,3,2,0,101.03,26.3,3.4,5.39,5.08,4.01,6.01,4.78,-5.59,0.000831,2.55E-06,Moderately soluble,-5.7,0.000656,2.01E-06,Moderately soluble,-8.28,1.70E-06,5.21E-09,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-4.46,0,0,0,0,1,0.55,0,1,1,3.18
CN1CCN(CC1)c1ccc(cn1)/C=C/c1n[nH]c2c1ccc(c2)[C@@H]1C[C@@]21c1ccccc1N(C2=O)C,0,-1,0,490.6,37,21,0.3,4,4,1,157.58,68.36,3.94,3.83,2.92,3.27,4.38,3.67,-5.45,0.00174,3.54E-06,Moderately soluble,-4.96,0.00537,1.09E-05,Moderately soluble,-8.14,3.59E-06,7.31E-09,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-6.57,0,2,0,0,0,0.55,0,0,2,5.05
CC(c1ccccn1)Sc1nc2nn(cc2c(=O)n1c1ccccc1)C1COC1,-1,-1,0,405.47,29,21,0.24,5,5,0,111.78,100.13,3.04,2.48,3.08,2.17,2.62,2.68,-4.12,0.0306,7.55E-05,Moderately soluble,-4.23,0.024,5.92E-05,Moderately soluble,-5.89,0.000525,1.29E-06,Moderately soluble,High,No,Yes,Yes,No,Yes,No,Yes,-7.01,0,0,0,0,0,0.55,0,0,1,3.81
O=C(N(C(C([2H])([2H])[2H])([2H])[2H])C(C([2H])([2H])[2H])([2H])[2H])[C@H]1CN([C@H]2C(=C1)c1cccc3c1c(C2)c([nH]3)Br)C([2H])([2H])[2H],1,-1,-1,415.41,25,9,0.45,4,2,1,110,39.34,3.31,3.97,3.29,2.93,3.7,3.44,-4.92,0.00501,1.20E-05,Moderately soluble,-4.5,0.0132,3.18E-05,Moderately soluble,-5.6,0.00105,2.52E-06,Moderately soluble,High,Yes,No,No,Yes,Yes,Yes,Yes,-6.02,0,0,0,0,0,0.55,0,0,2,4.32
Nc1nccc(n1)c1ccc2c(c1)[nH]c(n2)C1COc2c(C1)cc(cc2)C(=O)NCCc1cccnc1,0,-1,-1,491.54,37,27,0.18,7,6,3,140.25,131.7,2.4,3.04,3.7,1.71,4.34,3.04,-4.88,0.00647,1.32E-05,Moderately soluble,-5.47,0.00166,3.38E-06,Moderately soluble,-9.97,5.30E-08,1.08E-10,Poorly soluble,Low,No,Yes,Yes,Yes,Yes,Yes,Yes,-7.14,0,2,0,1,0,0.55,0,0,1,4.02
O=C(N1CCC(CC1)n1c(=O)[nH]c2c1cccn2)O[C@@H]1CC[C@H](Cc2c1nccc2)c1cccc(c1F)F,-1,0,-1,519.54,38,21,0.36,5,7,1,140.79,93.11,3.47,3.66,5.17,3.77,4.12,4.04,-5.45,0.00186,3.58E-06,Moderately soluble,-5.3,0.00258,4.96E-06,Moderately soluble,-7.75,9.24E-06,1.78E-08,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.87,1,2,0,0,0,0.55,0,0,2,4.95
Clc1cc(ccc1CNC(=O)c1ccc(cc1)C(C)(C)C)NS(=O)(=O)C1CC1,-1,1,-1,420.95,28,12,0.38,8,3,2,113.97,83.65,3.28,4.51,5.15,3.14,4,4.02,-5.08,0.0035,8.31E-06,Moderately soluble,-5.99,0.000433,1.03E-06,Moderately soluble,-7.62,9.98E-06,2.37E-08,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-5.67,0,0,0,0,0,0.55,0,0,3,3.07
COc1cc(OCc2nsc(n2)c2ccccc2)c2c(c1)oc(c2)c1cn2c(n1)sc(n2)OC,1,1,-1,491.54,34,28,0.13,7,8,0,128.94,153.28,4.7,5.22,5.17,1.63,5.46,4.44,-6.32,0.000233,4.75E-07,Poorly soluble,-8.19,3.20E-06,6.50E-09,Poorly soluble,-8.18,3.26E-06,6.62E-09,Poorly soluble,Low,No,Yes,No,No,Yes,No,Yes,-5.59,0,1,1,1,2,0.55,0,0,2,4.29
CNC(=O)Nc1ccc(cc1)c1nc(N2CCOCC2)c2c(n1)n(CCN(C)C)cc2,0,0,-1,423.51,31,15,0.41,8,5,2,124.77,87.55,3.52,1.34,1.68,1.31,1.09,1.79,-3.14,0.307,0.000724,Soluble,-2.78,0.702,0.00166,Soluble,-5.68,0.000891,2.10E-06,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-7.93,0,0,0,0,0,0.55,0,0,2,3.45
CCCn1cc(nc1C)CN1CCN(CC1)c1cccc2c1nc([nH]2)c1ccc(cc1)C(C)(C)C,-1,0,-1,470.65,35,20,0.45,7,3,1,153.17,52.98,4.13,5.6,4.85,3.51,5.51,4.72,-6.25,0.000267,5.66E-07,Poorly soluble,-6.47,0.000158,3.35E-07,Poorly soluble,-8.79,7.60E-07,1.61E-09,Poorly soluble,High,Yes,Yes,No,Yes,No,Yes,No,-5.19,0,2,0,0,1,0.55,0,0,2,3.95
CC(C(c1ccc([nH]c1=O)c1ccc2c(c1)c(F)ccc2)c1ncc[nH]1)C,-1,0,0,361.41,27,21,0.18,4,3,2,105.98,61.54,3.11,4.42,5.27,3.32,6.22,4.47,-5.18,0.0024,6.65E-06,Moderately soluble,-5.43,0.00134,3.71E-06,Moderately soluble,-8.58,9.44E-07,2.61E-09,Poorly soluble,High,Yes,Yes,Yes,No,Yes,Yes,Yes,-5.37,0,0,0,0,0,0.55,0,0,2,3.53
COc1cccc(c1)c1cc(n(n1)C)Nc1cc(O)cc(c1C(=O)N1Cc2c(C1)cn[nH]2)O,0,-1,0,446.46,33,22,0.17,6,6,4,125.5,128.53,2.05,2.44,2.44,0.94,1.8,1.94,-4.24,0.0255,5.72E-05,Moderately soluble,-4.78,0.00737,1.65E-05,Moderately soluble,-5.93,0.000523,1.17E-06,Moderately soluble,High,No,No,No,No,Yes,No,No,-7.29,0,0,0,0,0,0.55,0,0,1,3.49
N#CC1(C)CCN(CC1)c1c(cnc2c1cc(F)cc2)C(=O)N1CCN([C@@H](C1)C)S(=O)(=O)C,-1,0,-1,473.56,33,10,0.52,4,7,0,134.95,105.99,2.74,1.94,2.97,1.29,1.86,2.16,-3.96,0.0521,0.00011,Soluble,-3.79,0.0768,0.000162,Soluble,-5.22,0.00287,6.07E-06,Moderately soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.81,0,1,0,0,0,0.55,0,0,1,3.99
OC(=O)[C@H](c1c(C)nc(c(c1N1CCC(CC1)(C)C)c1ccc(cc1)OC1COCC1c1ccc(cc1)F)C)OC(C)(C)C,1,0,-1,604.75,44,18,0.5,9,7,1,174.63,81.12,4.94,7.02,7.35,3.87,7.55,6.15,-7.72,1.15E-05,1.90E-08,Poorly soluble,-8.54,1.75E-06,2.89E-09,Poorly soluble,-9.79,9.74E-08,1.61E-10,Poorly soluble,Low,No,Yes,No,No,No,Yes,Yes,-5,1,4,0,1,2,0.56,0,0,3,5.79
O1CCN(CC1)c1ccc(cc1)Nc1nc(cn2c1ncc2)c1ccc2c(c1)[nH]nc2,1,1,-1,411.46,31,24,0.17,4,4,2,123.35,83.37,2.7,3.61,3.47,1.61,2.41,2.76,-4.97,0.00437,1.06E-05,Moderately soluble,-5.05,0.00368,8.95E-06,Moderately soluble,-7.41,1.60E-05,3.89E-08,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.25,0,0,0,0,0,0.55,1,0,2,3.4
O=C(Nc1nnc([se]1)CCCCc1ccc(nn1)NC(=O)/C=C/c1ccc2c(c1)OCO2)Cc1ccccn1,-1,-1,1,590.49,39,23,0.22,13,9,2,145.02,141.11,0,2.18,0.67,1.78,3.27,1.58,-4.45,0.0208,3.52E-05,Moderately soluble,-4.78,0.00987,1.67E-05,Moderately soluble,-9.1,4.73E-07,8.02E-10,Poorly soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-8.35,2,2,2,1,0,0.17,0,2,2,4.39
Cc1ccnc(c1)Nc1ncc(cn1)C(=O)NCCc1c(C)[nH]c2c1cccc2,-1,-1,0,386.45,29,21,0.18,7,4,3,113.45,95.59,2.48,3.47,3.69,1.98,4.05,3.14,-4.5,0.0123,3.19E-05,Moderately soluble,-5.16,0.00268,6.93E-06,Moderately soluble,-8.77,6.56E-07,1.70E-09,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.19,0,0,0,0,0,0.55,1,0,1,2.82
COc1ccc2c(c1)cc([nH]2)C(=O)N1C[C@H](CN2CCN(CC2)CC(F)(F)F)N(C(=O)C1)Cc1ccccc1,0,-1,-1,543.58,39,15,0.43,9,8,1,155.76,72.12,3.94,3.64,2.8,1.79,3.55,3.14,-5.19,0.00348,6.40E-06,Moderately soluble,-4.84,0.0078,1.44E-05,Moderately soluble,-6.97,5.82E-05,1.07E-07,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-7.03,1,3,0,0,0,0.55,0,0,3,3.86
CC([C@H](c1ccc2c(c1)S(=O)(=O)NCC2)Nc1ncnc2c1cc([nH]2)c1cnn(c1)C)C,0,-1,0,451.54,32,20,0.32,5,6,3,127.25,125.97,2.31,2.81,3.19,1.6,2.35,2.45,-4.54,0.013,2.87E-05,Moderately soluble,-5.11,0.00348,7.72E-06,Moderately soluble,-7.3,2.28E-05,5.05E-08,Poorly soluble,High,No,Yes,Yes,Yes,No,No,Yes,-7.06,0,0,0,0,0,0.55,0,0,1,4.07
Clc1cccc(c1)C(c1nc2ccc(cc2c(=O)[nH]1)c1c[nH]nc1)N,-1,1,-1,351.79,25,21,0.06,3,4,3,97.12,100.45,1.81,2.03,2.69,2.25,4.04,2.57,-3.72,0.0665,0.000189,Soluble,-3.77,0.0601,0.000171,Soluble,-7.37,1.49E-05,4.25E-08,Poorly soluble,High,No,Yes,No,Yes,No,No,No,-7,0,0,0,0,0,0.55,0,0,1,3.14
Clc1cccc2c1nc(n2c1cccc(c1)Oc1cccc(c1)S(=O)(=O)C(C)C)C,0,0,0,440.94,30,21,0.17,5,4,0,120.27,69.57,3.76,5.69,7.04,4.35,4.61,5.09,-6.35,0.000199,4.50E-07,Poorly soluble,-6.92,5.34E-05,1.21E-07,Poorly soluble,-8.5,1.41E-06,3.19E-09,Poorly soluble,Low,No,No,No,Yes,Yes,No,No,-4.95,1,1,0,1,1,0.55,0,0,2,3.38
OC(=O)c1ccc(cc1C(F)(F)F)c1csc(n1)N1[C@@H]2CC[C@H]1CC(C2)OCc1c(onc1c1ccccc1OC(F)(F)F)C1CC1,1,-1,-1,679.63,47,22,0.41,11,13,1,161.49,126.16,4.52,7.87,10.49,4.15,7.68,6.94,-8.63,1.59E-06,2.33E-09,Poorly soluble,-10.37,2.92E-08,4.29E-11,Insoluble,-9.49,2.21E-07,3.25E-10,Poorly soluble,Low,No,No,No,No,Yes,Yes,Yes,-4.86,2,4,1,1,3,0.56,0,0,3,6.36
Oc1c(ccc2c1nccc2)C(c1ccccc1)Nc1ccccn1,0,0,-1,327.38,25,22,0.05,4,3,2,99.84,58.04,2.7,4.27,4.02,2.75,3.77,3.5,-4.95,0.0037,1.13E-05,Moderately soluble,-5.2,0.00206,6.29E-06,Moderately soluble,-7.86,4.50E-06,1.37E-08,Poorly soluble,High,Yes,Yes,No,Yes,Yes,Yes,Yes,-5.27,0,0,0,0,0,0.55,1,0,1,2.9
O=C1N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C(=O)N[C@H]1Cc1c[nH]c2c1cccc2)Cc1ccccc1,-1,-1,1,577.67,43,21,0.29,6,4,4,178.26,123.4,3.17,4.19,1.13,1.78,4,2.85,-6.03,0.000543,9.40E-07,Poorly soluble,-6.49,0.000187,3.23E-07,Poorly soluble,-10.44,2.11E-08,3.65E-11,Insoluble,High,No,Yes,No,Yes,Yes,No,Yes,-6.85,1,3,0,0,0,0.55,0,0,2,5.17
O=C(Cc1cccc2c1cccc2)N[C@H](CN(c1ccc(cc1)Cl)C)Cc1ccccc1,0,-1,0,442.98,32,22,0.18,9,1,1,134.37,32.34,3.49,6.85,5.9,5.31,6.3,5.57,-6.82,6.76E-05,1.53E-07,Poorly soluble,-7.34,2.03E-05,4.59E-08,Poorly soluble,-10.59,1.14E-08,2.56E-11,Insoluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-4.14,1,2,0,1,1,0.55,0,0,3,3.2
CN1CCC(CC1)NC(=O)C1(CCCC1)NC(=O)Nc1ccc(cc1)Br,1,-1,1,423.35,26,6,0.58,7,3,3,110.15,73.47,3.39,2.62,2.52,2.45,2.14,2.62,-3.82,0.0635,0.00015,Soluble,-3.81,0.0651,0.000154,Soluble,-5.46,0.00146,3.46E-06,Moderately soluble,High,Yes,Yes,No,Yes,No,Yes,No,-7.02,0,0,0,0,0,0.55,0,0,1,2.91
COc1ccccc1c1nn(c(c1)Nc1cc(O)cc(c1C(=O)N1Cc2c(C1)ccc(c2)F)O)C1CCCCC1,0,-1,0,542.6,40,23,0.29,7,6,3,155.23,99.85,3.38,5.92,6.25,3.6,4.4,4.71,-6.9,6.87E-05,1.27E-07,Poorly soluble,-7.79,8.77E-06,1.62E-08,Poorly soluble,-8.31,2.63E-06,4.85E-09,Poorly soluble,Low,No,Yes,No,Yes,No,Yes,No,-5.41,1,4,0,1,1,0.55,0,0,2,4.13
O=C(C1CNCC1c1cccc(c1)Br)Nc1cc2cc[nH]c(=O)c2cc1Cl,1,-1,-1,446.72,27,16,0.2,4,3,3,115.1,73.99,3.27,2.89,3.31,3.4,4.59,3.49,-4.6,0.0111,2.48E-05,Moderately soluble,-4.1,0.0352,7.87E-05,Moderately soluble,-8.17,3.01E-06,6.75E-09,Poorly soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-6.97,0,0,0,0,0,0.55,0,0,1,3.35
Clc1ccc2c(c1)nccc2NC(=NC1CCN(CC1)C(C)C)C,0,-1,0,344.88,24,10,0.47,4,3,1,107.7,40.52,3.57,3.73,4.02,3.31,4.07,3.74,-4.37,0.0146,4.24E-05,Moderately soluble,-4.27,0.0184,5.34E-05,Moderately soluble,-6.13,0.000256,7.43E-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,No,-5.76,0,0,0,0,0,0.55,0,2,1,2.97
CNCC(CCN1c2ccccc2N(S1(=O)=O)c1ccccc1F)O,-1,0,-1,365.42,25,12,0.29,6,5,2,101.35,81.26,2.63,1.58,2.74,2.46,1.1,2.1,-3.06,0.318,0.000871,Soluble,-2.9,0.463,0.00127,Soluble,-4.86,0.00503,1.38E-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-7.41,0,0,0,0,0,0.55,0,0,1,3.88
COc1cnc(c2c1c(c[nH]2)C(=O)C(=O)N1CCN(CC1)C(=O)c1ccccc1)c1cscn1,1,-1,-1,475.52,34,20,0.21,7,6,1,134.54,136.73,2.84,1.95,2.1,-0.34,3.92,2.09,-3.99,0.0487,0.000102,Soluble,-4.45,0.017,3.58E-05,Moderately soluble,-6.45,0.00017,3.58E-07,Poorly soluble,High,No,Yes,No,Yes,Yes,No,Yes,-7.82,0,1,0,1,0,0.55,0,1,1,3.51
COC(=O)Nc1ccc2c(c1)NC(=O)CC/C=C/C[C@@H](c1nc2c(Cl)[nH]1)N1CC[C@@H](OC1=O)c1cc(Cl)ccc1C(F)(F)F,0,1,-1,652.45,44,17,0.31,6,9,3,163.77,125.65,3.47,5.47,7.24,3.6,4.69,4.89,-7.22,3.92E-05,6.01E-08,Poorly soluble,-7.87,8.88E-06,1.36E-08,Poorly soluble,-9.17,4.37E-07,6.70E-10,Poorly soluble,Low,No,Yes,No,No,No,No,No,-6.4,1,3,0,1,2,0.55,0,2,2,6.29
O=C1O[C@@](CCN1[C@H](c1ccc(cc1)c1ccc(cn1)C(=O)N)C)(CC(O)(C)C)c1ccccc1,-1,0,-1,473.56,35,18,0.32,7,5,2,137.94,105.75,3.18,3.26,3.99,2.49,4.24,3.43,-4.75,0.00845,1.78E-05,Moderately soluble,-5.15,0.00332,7.00E-06,Moderately soluble,-7.65,1.06E-05,2.23E-08,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-6.87,0,1,0,0,0,0.55,0,0,1,4.36
Brc1cccc(c1)C1CC(C1)N(C1CCNCC1)Cc1ccc(c(c1)Cl)Br,-1,0,-1,512.71,27,12,0.45,5,2,1,124.95,15.27,4.41,6.2,5.83,5.55,5.98,5.6,-6.92,6.11E-05,1.19E-07,Poorly soluble,-6.31,0.000254,4.95E-07,Poorly soluble,-8.64,1.18E-06,2.30E-09,Poorly soluble,High,No,Yes,No,No,No,Yes,No,-5.03,2,2,0,0,1,0.17,0,0,2,3.51
CCN1CCN(CC1)c1nc(NCc2ccc(cc2)OC)nc2c1ncn2CCCN1CCCC1,1,-1,0,478.63,35,15,0.58,10,6,1,151.48,74.58,4.84,3.29,1.59,2.22,2.33,2.85,-4.54,0.0139,2.90E-05,Moderately soluble,-4.53,0.0141,2.94E-05,Moderately soluble,-6.52,0.000144,3.01E-07,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-6.88,0,2,0,0,0,0.55,0,0,2,3.94
Oc1ccc(cc1)[N+](=O)[O-],-1,0,-1,139.11,10,6,0,1,3,1,37.29,66.05,0.77,1.91,1.3,1.07,-0.79,0.85,-2.28,0.724,0.0052,Soluble,-2.92,0.167,0.0012,Soluble,-1.18,9.28,0.0667,Soluble,High,Yes,No,No,No,No,No,No,-5.79,0,3,0,0,1,0.55,0,2,1,1.41
OC1=C(C2=NS(=O)(=O)c3c(N2)ccc(c3)NS(=O)(=O)C)C(=O)N([C@H]2[C@@H]1CCC2)Cc1ccc(c(c1)C)F,0,-1,-1,548.61,37,12,0.33,5,8,3,146.69,162,1.62,1.61,3.95,1.32,1.75,2.05,-4.17,0.0375,6.83E-05,Moderately soluble,-4.62,0.013,2.38E-05,Moderately soluble,-6.77,9.23E-05,1.68E-07,Poorly soluble,Low,No,Yes,No,No,No,No,No,-8.5,1,2,1,1,1,0.55,0,0,1,5.31
Clc1ccc(cc1)Nc1nc(nc(c1)c1ccccc1)C1CCCNC1,-1,-1,1,364.87,26,18,0.24,4,3,2,110.82,49.84,3.7,4.51,4.63,3.56,4.49,4.18,-5.19,0.00235,6.43E-06,Moderately soluble,-5.28,0.00192,5.27E-06,Moderately soluble,-8.51,1.12E-06,3.07E-09,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-5.32,0,0,0,0,0,0.55,0,0,2,3.55
CCCOC(=O)[C@@H](NP(=O)(N[C@H](C(=O)OCCC)Cc1ccccc1)CO[C@H]1CO[C@H](C1)n1cnc2c1ncnc2N)Cc1ccccc1,0,-1,-1,693.73,49,21,0.44,20,12,3,183.77,191.62,4.3,4.06,3.86,1.44,2.61,3.25,-5.7,0.0014,2.01E-06,Moderately soluble,-7.79,1.13E-05,1.63E-08,Poorly soluble,-8.91,8.44E-07,1.22E-09,Poorly soluble,Low,No,Yes,No,Yes,Yes,No,Yes,-7.65,2,3,2,1,4,0.17,0,2,3,6.89
Cc1noc(n1)Cn1nc2n(c1=O)cc(cc2)c1ccc(cc1)OC(F)(F)F,-1,1,-1,391.3,28,20,0.18,5,9,0,90.14,87.45,3.42,2.73,4.06,2.61,2.24,3.01,-4.18,0.0256,6.54E-05,Moderately soluble,-4.22,0.0235,6.02E-05,Moderately soluble,-5.65,0.000882,2.25E-06,Moderately soluble,High,No,No,Yes,Yes,Yes,No,No,-6.75,0,0,0,0,0,0.55,0,0,1,3.17
Clc1ccc(cc1Cl)CN(C1CCNCC1)CCc1ccccc1,-1,0,-1,363.32,24,12,0.4,6,2,1,107.06,15.27,3.79,5.09,4.26,4.44,5.26,4.57,-5.27,0.00194,5.33E-06,Moderately soluble,-5.15,0.00255,7.02E-06,Moderately soluble,-7.86,5.05E-06,1.39E-08,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,No,-4.9,1,0,0,0,1,0.55,0,0,2,2.33
